# Type Directory — one line per type for efficient semantic matching
# Format: qname | baseType | pattern | propCount | definition | topProperties
# Total: 18323 types
#
RCdC2rTRkY2tgCKDkEvc5J | RB7BB00LuJawNLM8CZW6z7U | object | 0 | The concept of Federal Preemption refers to the legal principle that federal law takes precedence over state law in case | 
RCdGQADpA4fjQkLdVXlNkR | R9Ii4OzSADsjS0VegX12oQJ | object | 0 | A Motion for Protective Order is a legal request made by a party in a bankruptcy or discovery case to limit or prevent t | 
RCdJG6uCwl9vj0GwxJe7mez | RC3hDYvR4ffxmqJg2F8YGT6 | object | 0 | A matter segment is a component of LEDES XML E-Billing Ver. 2.2 that includes various details related to a legal matter, | 
RCdJXw1Ml7DIBqmouWarZm2 | RClhbl4E1TJp9LygIXewIhn | object | 0 | In a legal context, an exception refers to a situation or circumstance that deviates from the general rule or norm. Exce | 
RCdJaVUt3j1jUiuWsWFFeCY | RBFekEKQaSd09pc3gg6DYwE | object | 0 | The demand amount refers to the specific sum of money or compensation requested in a demand letter. | 
RCdSUzVH3hbvZESl3i0HWIH | R7N6wsHsNyqgPE4xFK8wKJx | object | 0 |  | 
RCdSl46deaOIbeRjXirmBZh | RSRxb9psAJdqf8rppoiYI8 | object | 0 | A "Capias Ad Respondendum" is a legal concept within the categories of Judicial and Procedural Tort Claims, which refers | 
RCdTwXctGNifiHhWMqmhoZD | RDe0RKU39BlhcyACJW30ZLc | object | 0 | A Right of Offset Clause is a provision in a contract that allows one party to offset or deduct any amount owed to them  | 
RCdbuekQZxxPx8SbbbiHtkc | RC1ceWXE3emNHpYlrOvvmxG | object | 0 |  | 
RCddPTrGFlYsUNpYRkJ3z3K | R6KiJE1p0Wdu1UXAXMTgZJ | object | 0 | The concept of "Analysis of Vendor Contracts" refers to the examination and evaluation of agreements between a company a | 
RCde1yp5z3QI9MoNV8BBZCj | R7fEpxSrDSl1VojeYSxppg | object | 0 | A document's citations to caselaw | 
RCdjJ09SGhaHqyyLJoQgpfT | RCwdLsWxoa7TqpUv5hIYwzW | object | 0 |  | 
RCdjeyRaYgHqnJ1OOQMd6Wz | RDe0RKU39BlhcyACJW30ZLc | object | 0 | A Negative Pledge Clause is a provision in a contract that prohibits a party from creating any new liens or encumbrances | 
RCdmgP5ll0WOtj3IcLc5X58 | R7N6wsHsNyqgPE4xFK8wKJx | object | 0 |  | 
RCdqWcnwAed6csMGUCJF99J | RDPGBqm8nPwC8jXHJlhU4sH | object | 0 | A Motion to Exclude Witness is a formal request made to the court to prevent a particular witness from testifying in a t | 
RCdu7fx4MtIenywNiQobMPJ | RCeiXNGpqL4H3jo1g1NobSm | object | 0 | A court of general jurisdiction in Indiana that has the authority to hear a wide range of civil and criminal cases withi | 
RCdubrnMGiLMb8Z4ULyJwQS | R1A5cd40F21ccBABafb0C2e8 | object | 0 | The New Jersey Superior Court - Morris County is a court of general jurisdiction within the New Jersey state court syste | 
RCe2UcxPCCx8zj1pIvx1RtI | RBxw7BF15bDA0Ifn2vOrC8h | object | 0 | A court located in Toombs County, Georgia that has jurisdiction over certain legal matters within its geographical bound | 
RCe54buOKlrH9gmmHD3Gmc6 | RC1ceWXE3emNHpYlrOvvmxG | object | 0 |  | 
RCe75WRWjkm4BZkAjoml3Lb | RCTOKjYuZWSDY4D5arHFPci | object | 0 | A Direct Debt Offering refers to the issuance of debt securities by a borrower directly to investors, without the involv | 
RCeBJGHSTNvkUHCeiTpMjv | RDOvAHsvY8TKJ1O1orXPM9o | object | 0 | Tsonga is a structured system of communication consisting of grammar and vocabulary, and is a specific language within t | 
RCeEdzen5sS4qh0lfvncqh7 | R7tKtki2tvT0I1cpSLJSWRF | object | 0 | An allied legal professional supports the delivery of legal services through specialized skills and knowledge. These pro | 
RCeG3mRd2kFDSwM398NuhrV | RCzVJL7xHCPdcNwnHbt71AD | object | 0 | Supplementary Papers refer to additional documents submitted to a court after the initial filing of an appeal, specifica | 
RCeKmVl4PL78uA2J5r53a2C | RB7BB00LuJawNLM8CZW6z7U | object | 0 | Political questions refer to issues that courts deem inappropriate for judicial review because they involve decisions be | 
RCeMeMkbzNzWOKmp6XaitcC | Rxq2qQYpdo9stHOBIQhub7 | object | 0 | Roadway Dedication is the legal process by which a private entity or individual transfers land to a public entity for th | 
RCeRtGBTwYZfFytTgBAbLti | RC1ceWXE3emNHpYlrOvvmxG | object | 0 |  | 
RCeW5YvXStJRALEvcnZo07Q | RMZ6lNihK8TG4Flhco1yTy | object | 0 | Crimes committed using a computer or directed at computers, data, or other information technology - piracy, hacking, etc | 
RCeXAZJ8y359CuicTAz65GY | R7wLLoc6H1zcuVpchb4e5lQ | object | 0 | Cross-Designation refers to the act of designating a party or a document in a legal case with a different name or title  | 
RCeYuXiU2d2WV3BlrRtfxcn | R8Yn0rpoHNTFiymo0I8CAVf | object | 0 | Somatic Symptom Disorder is characterized by one or more physical symptoms that cause significant distress or impairment | 
RCeZAhlt48BDPGyJqTt5SrX | RDOvAHsvY8TKJ1O1orXPM9o | object | 0 | Manchu is a written or spoken structured system of communication that consists of grammar and vocabulary, and is a membe | 
RCebyurX2mFkPJG9ftrSBMy | RDOvAHsvY8TKJ1O1orXPM9o | object | 0 | A language spoken by the Moksha people, who reside primarily in the Mordovia region of Russia. | 
RCedm84EEdwbf9nS0mguG2r | RCEWWtS3nM8GE8R4en1abRz | object | 0 | A court located in Union County, Arkansas that has jurisdiction over civil and criminal cases within its designated geog | 
RCeiGFdK6TTSZb0MaH3Uj3P | R8LxIR1bsgFd3td2G24G3mq | object | 0 | Tay-Sachs disease is a rare, inherited neurodegenerative disorder caused by a deficiency of the enzyme hexosaminidase A. | 
RCeiXNGpqL4H3jo1g1NobSm | RE4D4b9FB72ea7EE7a76B468 | object | 0 | The Indiana Circuit Court is a court of general jurisdiction in the state of Indiana that hears civil and criminal cases | 
RCeqZ5Gnoh3zTiHapbnXOe2 | RDe0RKU39BlhcyACJW30ZLc | object | 0 | A Class Action Waiver Clause is a provision in a contract that prohibits a group of individuals from collectively bringi | 
RCespHBbSU4qDbW9INGyyV0 | RCtUZjZqZ1lszDFiDOLUuTh | object | 0 |  | 
RCezn96rpy4oRcZgzT9ULlh | R9sdPQV8kCK3BNF8jcPV5cD | object | 0 |  | 
RCf0dQByUqrUUvQE5Gghbt0 | R74IJAT8MHMqUZeBJR7txV1 | object | 0 |  | 
RCfEmZKHJ2JUVJNGfHYABR1 | R8zijLH2GH0SxOhIdzeDOs3 | object | 0 | A subpoena is a legal document that requires a person to appear in court or produce evidence for a case, and is a type o | 
RCfISGW5BAPrZbKoiHKSO55 | RC3hDYvR4ffxmqJg2F8YGT6 | object | 0 | A tax_item_fee segment is a component of the LEDES XML E-Billing Ver. 2.2 standard that includes information about a spe | 
RCfKzG52fFBC0jP2yAJelJY | RDOvAHsvY8TKJ1O1orXPM9o | object | 0 | A language spoken in the Maldives, also known as Divehi or Dhivehi, which belongs to the top-level class of Language. | 
RCfMR0vgLX4LlEGrQudG8bJ | R3391bdB1A2adE51071C7cf7 | object | 0 | New York Traffic Court is a specialized court within the New York State Courts system that handles traffic violations an | 
RCfMU02GZfQ9SBjEPUiAYl9 | RCoVC6WY5Cc00C8Q9AaBFQo | object | 0 | A Filing Receipt Number, such as an immigration filing receipt number or other regulatory filing receipt number, is a un | 
RCfOMUOT12191guoMC5eE6i | RC1ceWXE3emNHpYlrOvvmxG | object | 0 |  | 
RCfOoWbuAOqLv617rVNcHYh | RN3TubQIlusDFnPgrNAk8D | object | 0 | Eating Disorders are characterized by disturbances in eating behavior and preoccupation with, and excessive self-evaluat | 
RCfQRpRfV3qAA0eRlZOvCGB | R8V9Ma3IrggNq0pxeXl8Re5 | object | 0 | Money Order Payment involves the use of a money order, a pre-funded paper document resembling a check, to transfer funds | 
RCfQprqaO3Nb7M6GPJxCBgm | R8MlNUtcvkICqPmpS1Sm1QD | object | 0 | Disinhibited Social Engagement Disorder (DSED) is a condition in children characterized by overly familiar behavior with | 
RCfRIysIHRumFT5rXKOjvlc | R8t7u58Bmu2hmFFto8S64nx | object | 0 | An expert in the field of manufacturing, including managers and workers with experience in the manufacturing industry. 1 | 
RCfSJ8Gah4DUEi6X9KGpKPQ | RC1ceWXE3emNHpYlrOvvmxG | object | 0 |  | 
RCfTYhRY0yHi8PxYz3HUeos | RCuhulltRlDN8kiH5sooyW9 | object | 0 | A heart transplant is a surgical procedure in which a diseased or damaged heart is replaced with a healthy donor heart.  | 
RCfYMvIctPZa694cMtYgn29 | RChEjOHUONk1Yp2qm3OHJdc | object | 0 | Washington Superior Court - Grant County refers to a specific court within the Washington Superior Court system that has | 
RCfcvrgclqHgT22bdGKXWIU | R7D81edCD2d848A515dCCe2f | object | 0 | The Ohio Board of Unauthorized Practice is a regulatory body established by the Ohio State Courts to oversee and prevent | 
RCfdkasigpXYpOViJrDY7lZ | R7V9R3w28BDjOd4lLUUrvQ5 | object | 0 | The offering, giving, receiving, or soliciting of anything of value (i.e., a bribe, gratuity, or kickback) to sway the j | 
RCfelbasSktrrLmIWzvrjPh | R9VdnoybnEodiN0EUTedSOz | object | 0 | "Activity code for this line item, e.g. ""A101"". Only one code per line item.  
" | 
RCff92ckS1DQk3svtRVl2t0 | RmGrykg1NdiaxO77n1a1lc | object | 0 | The Oregon Circuit Court - Deschutes County is a specific court within the Oregon Circuit Court system that has jurisdic | 
RCffqbwcN8QwWQIUHJozIsi | R84OEP4CfOdocUXySLymitN | object | 0 | Laws pertaining to hydroelectric power. | 
RCfpMaKzfjdmKzHCORByWlz | R7N6wsHsNyqgPE4xFK8wKJx | object | 0 |  | 
RCfunX4u69LUQ3gbhckE0oI | R8jYAnNATrfoBxAtIKpf72X | object | 0 | Negligence Claims refer to civil claims arising from a failure to exercise reasonable care, resulting in harm or injury  | 
RCfzaEWKbkEquYjGL9PRVPa | RDFRUssa9OxEwcySpHx8iby | object | 0 | Residential Mortgage-Backed Securities (RMBS) are a type of mortgage-backed security that is backed by a pool of residen | 
RCg0CzbkiVXov1wHAybhBKl | R8nVhrBlasGIc7jxw1D0vbm | object | 0 | Negligent or wrongful conduct by a medical professional during pregnancy or childbirth that results in harm to the mothe | 
RCg1B2nsOeXLLmWDxZEu0ZF | R9JkfZIjkVSa5ud1tJ14w3i | object | 0 | The Dissolution of Limited Liability Company refers to the legal process of ending the existence of a company that has b | 
RCg2IPTyIvf6LRKZfkNiI4B | R8ffI3iiU2HojmiTTtoGwZP | object | 0 | A Motion for Relief from Void Judgment is a legal request made to a court to set aside a judgment that is considered nul | 
RCg7sZurj0WriXwfKokeRyD | R9q7GJc1zsYT0P4Xdp6l9Oz | object | 0 | A Class Action is certified class consisting of a group of people who have suffered similar harm or injury, where the cl | 
RCg8RohYr99GqfdokK05sac | RCOYxInIdB2hOEl2dAlgQQH | object | 0 | The suffix "D.D.S." stands for "Doctor of Dental Surgery" and is used after a person's name to indicate that they have c | 
RCgB04vKgOwyurcvRvWsd3I | RCZQdKH230Tk1EJrtOxbvqm | object | 0 | Boston Municipal Court is a court within the Massachusetts Trial Court system that has jurisdiction over criminal and ci | 
RCgEIRezlC58UiZHZ0GyrDM | RLxL22W67GcWCpN6VKZd50 | object | 0 | Registration Rights Agreement is a contractual agreement between the issuer of securities and the security holders that  | 
RCgHPUjj8sMRl3Do8koXLiG | RC0D5sYWEbeH4f6F0f70uMz | object | 0 | An Intellectual Property License Agreement grants a party the right to use a specific intellectual property owned by ano | 
RCgLTdoBRrLXrkSFViFsMMm | RmGrykg1NdiaxO77n1a1lc | object | 0 | Oregon Circuit Court - Morrow County: A specific court within the Oregon Circuit Court system that has jurisdiction over | 
RCgMu5ynvcgBz5w6ozBAgRO | RBkzNeCV70lWNDKaIVq358i | object | 0 | Canon Law is the body of laws and regulations developed by the Catholic Church for its own governance. | 
RCgOXRVxJ9KhF9dAmoPxIaO | RxLV9XEaDWbDIA8N1fl2fM | object | 0 | Minnesota District Court - Steele County: A specific court within the Minnesota District Court system located in Steele  | 
RCgPB4rjIkAlnYP6um4QOJq | RoABbJ9kEFzmBvBSGmbAyq | object | 0 | An Original Writings Objection, also known as the Best Evidence Rule Objection, is raised when a party attempts to intro | 
RCgTDM8gLXmYS83lryg8xV0 | RDsQrw7ploG6C5BFKKNiJc | object | 0 | A No Third Party Beneficiary Rights Clause is a provision in a contract that explicitly states that no third party, othe | 
RCgUkOdOjwvB2yJwL59gBUf | R8t7u58Bmu2hmFFto8S64nx | object | 1 | A person who conducts audits and investigates accounting functions of a private or governmental entity. | R8xpRHcxf8y8ru3RmqO4KMx
RCgV7EJVSCJGEILuJzCYEpz | RDa0Qu7gpJEIhpO0REOfc1p | object | 0 | In the context of contract negotiations, a Contractual Turn refers to each sequential exchange or iteration in the negot | 
RCgWPJFp3h83GkZcWfIPGC8 | R7sBKqCcmlK1Dw9HBvKenYy | object | 0 | Date Signed refers to the specific calendar date on which a legal document or contract is executed by the involved parti | 
RCgaSQNdO3A01NY1a2y3Bcg | RChEjOHUONk1Yp2qm3OHJdc | object | 0 | Washington Superior Court - Skagit County refers to a specific court within the Washington Superior Court system that ha | 
RCgh8aeCoXYHW9gkTUXwjDQ | R8ahGaNbVpIwATBsrRg3EZp | object | 0 | Kansas District Court - Morris County: A specific court within the Kansas District Court system that has jurisdiction ov | 
RCgliWPJTXfVXyK1p9ERyG9 | R9UYGSnWQz2MvNsWUofGb6J | object | 0 | A child labor claim is a legal assertion that a minor has been employed in violation of labor laws that regulate the age | 
RCgsWPZl0INOAwDJzP81BFo | R9jRx7isWVizbJSNmFNEydC | object | 0 | An O-1A visa is issued to individuals with extraordinary ability in the sciences, education, business, or athletics, dem | 
RCgvrK5Vi1vvqhQhdNbbxn2 | RqBMS8HFJwbfAcW0aEKhyF | object | 0 | A Due Diligence Period Clause is a provision in a contract that allows a party a specified amount of time to conduct inv | 
RCgxUsp8yNWRrWYxuvwNtVG | R8HduGAsP9zoDxrLWjIGgTu | object | 0 | A Motion to File Substitute or Corrected Brief is a formal request made to a court to allow a party to replace or amend  | 
RCgxdYSGVRTbHYTBe7iIa1F | RCtUZjZqZ1lszDFiDOLUuTh | object | 0 |  | 
RCh0dPMEViohzUfOeyicCq0 | RDOvAHsvY8TKJ1O1orXPM9o | object | 0 | A language spoken in the Philippines, specifically in the Central Visayas region and some parts of Mindanao. | 
RCh6DNVTpKuGNGUFfysj3uD | RDahKqXGI4trE9V8iw0YfR0 | object | 0 | The "Rules of Professional Conduct" are a set of ethical guidelines and standards that lawyers are required to adhere to | 
RCh6J2Hzs0LEDats7J1QzFn | R7YcudBFwMUS1r7BcWje7Ly | object | 0 | An intervening event in a legal matter that involves the knowledge possessed by the target board, which may affect the o | 
RCh6Oc8mbSkrdPsFW4zrL6F | R7NPSSODp2sRYDRSQ2hvF3b | object | 0 | Breach of Implied Warranty of Good & Workmanlike Services is a legal concept that refers to a failure to provide service | 
RChALaJXKKw7y0DORxJqX6c | RDe0RKU39BlhcyACJW30ZLc | object | 0 | A Counterparts and Electronic Signatures Clause is a provision in a contract that allows for the execution of the contra | 
RChDSfbbUadPypFoeBFcCL0 | R8nVhrBlasGIc7jxw1D0vbm | object | 0 | Pharmacist Malpractice refers to a type of medical malpractice claim that involves negligence or wrongdoing by a pharmac | 
RChEjOHUONk1Yp2qm3OHJdc | R7A8d432BB51903431e1Cafa | object | 0 | The Washington Superior Court is a court of general jurisdiction in the state of Washington, with authority to hear civi | 
RChG5QGoJ7GZtPidS9jAEX0 | RC1ceWXE3emNHpYlrOvvmxG | object | 0 |  | 
RChJOy3JtXux6dx6kO39yfs | RCUXzL8Z4Ddh2CK6TBhofjU | object | 0 | A surrogacy claim is a legal action related to the use of a surrogate mother to carry and give birth to a child, typical | 
RChKPk9K152BirrIYgAREsY | RCEDL3kMYgjFUEOhOyGp3IE | object | 0 | Clergy refers to religious leaders, ordained individuals authorized to perform religious duties, ceremonies, and provide | 
RChKRGII40ZffcRc72FIxpr | RwvY8XJvIEvQJbUOBLJgtD | object | 0 | Toll agreements are legal contracts between a company and a toll manufacturer, where the company supplies raw materials, | 
RChKy55LX1xBMId9eDiBInG | RC1ceWXE3emNHpYlrOvvmxG | object | 0 |  | 
RChPqZXDSSZbOnPwR3n7AyU | R8H8cpx25KBk3kH55YwSdDv | object | 0 | Deprecated as unnecessary and confusing (since many litigation events are "Trial court events" | 
RChQHOy4PZNRSDx9o049Rfg | R06956a0657387D6513A8528 | object | 0 | The New York Supreme Court - Warren County is a court of general jurisdiction located in Warren County, New York, with a | 
RChQqzSXQD8gm2ggeA3y2cP | RDECjssxw76vdlahxiUTb4L | object | 0 | Missouri Circuit Court - Jasper County refers to a specific court within the Missouri Circuit Court system that has juri | 
RChRXRlMt5J5wkUApU4J9zz | RcTA2iQmrtqOnX3WrjJIp8 | object | 0 | The concept of "Lawyer's Admission to Practice in a Jurisdiction" refers to the process and requirements for a lawyer to | 
RChRgaI4KLxVVIVvmxTwkzy | RCBtDyjzrPbQyhvU5V64Irn | object | 0 | Employment Related Plans are documents detailing the terms and benefits associated with employment within an organizatio | 
RChWYoqlPUXoJAAKLc6gO2u | R74IJAT8MHMqUZeBJR7txV1 | object | 0 |  | 
RChhcQCDBa1uy1Bh7EJHlwO | R8Gt68Hspze0zsEdYzUS2Fq | object | 0 | Environmental Obligations, also known as Environmental Liabilities, refer to a company's legal responsibilities for the  | 
RChjSc2XuaDiZnlxpusNIxT | R9XqhlDRrcrbyXu5YJVhaoW | object | 0 | A Physical Examination is a type of Discovery Event that involves a medical professional examining a person's body to as | 
RChljOLv5LWAZ9Qzgn2CgNu | RC1ceWXE3emNHpYlrOvvmxG | object | 0 |  | 
RChmtEbplDs5vJq2Ci6DwW3 | RCeiXNGpqL4H3jo1g1NobSm | object | 0 | Indiana Circuit Court - Lawrence County: A court of general jurisdiction in Indiana that hears civil and criminal cases  | 
RChqscgzoO7ToKXPcm6G6e | RCnTNVCQ1VndGxskbMoaLr8 | object | 0 | A Fact Witness Deposition is a legal proceeding where a person who has knowledge of the facts related to a case is quest | 
RChvuUpNE5dzaMlVoxygQ2E | RCeiXNGpqL4H3jo1g1NobSm | object | 0 | Indiana Circuit Court - Shelby County: A court of general jurisdiction in Indiana that hears civil and criminal cases wi | 
RChy6UdMyK00R5BTVT8lxaa | RC339aKhjRAuw4JtEQUn5xw | object | 0 | A Motion to Strike Allegations of the Complaint is a formal request made by a party in a legal case to remove certain al | 
RChyLUYm0W5R3E1yQl08Id9 | R9DCJMzRXnPZMWQqQuPLECx | object | 0 | The female market segment refers to a division of the market that is specifically targeted towards female consumers. Thi | 
RCi6sGTcxzS6cbNNfNm5Tr2 | Rq6neiK9deZLSfSa41jylg | object | 0 | Professional liability insurance, often called "errors and omissions" insurance, protects against claims of negligence o | 
RCi7RfKkkmw6lGMEMbhezRG | R8jYAnNATrfoBxAtIKpf72X | object | 0 | A conflict of interest is a situation where a person or entity has competing interests or loyalties that may interfere w | 
RCiAtR0akBA7apMyfjy515B | R8H8cpx25KBk3kH55YwSdDv | object | 0 | A "License (Agreement)" or "Agreement" is a legal document that grants permission or rights to use a particular product, | 
RCiCK0OUESW5aWlDXxufLtq | R9Ii4OzSADsjS0VegX12oQJ | object | 0 | A Motion to Bar Debtor is a legal request made in a bankruptcy case to prevent the debtor from taking certain actions or | 
RCiCzsuHmzW17PrVQ6qGFY6 | RC1ceWXE3emNHpYlrOvvmxG | object | 0 |  | 
RCiEmHe9jw7Lo6lcn6Pa2Ya | R74IJAT8MHMqUZeBJR7txV1 | object | 0 |  | 
RCiKuv8GFsXa7eXNCLkw9A1 | R9YxIkGNEnotiOtItG96PxY | object | 0 | An invoice is a document issued by a seller to a buyer that details the products or services provided, their quantities, | 
RCiOeXNvaijCncX3j0UvHeF | R9H0HvybK6M3RpFebn0SDLu | object | 0 | The Internet Corporation for Assigned Names and Numbers (ICANN) is an international, non-profit organization responsible | 
RCiPTfOycCVxG7NV70jFxUq | RNoW92yXeKjoc34E3HzcI1 | object | 0 | Engagement fee model where a client pays a bonus (i.e., holdback) to promote a particular behavior (e.g., completion by  | 
RCiQyc3mFgIldi0c7DVJ7pJ | R9W6ztFgHG0Jgzd362x6JLf | object | 0 | Saliva evidence involves traces of salivary fluid found at crime scenes or on objects. Analyzing saliva can yield DNA an | 
RCiSkRj2ljT3mLk2gwuzgCg | R7uq2Mq8qLUybQoDhVczzZ5 | object | 0 | A court located in Elkhart County, Indiana that has jurisdiction over civil and criminal cases within its geographical b | 
RCiVizZP7WcAx3V1sRhugzG | R8nVhrBlasGIc7jxw1D0vbm | object | 0 | Negligent or wrongful conduct by a licensed psychotherapist that causes harm or injury to a patient, resulting in a lega | 
RCiWJN8YIMr81icT5crIhva | RCtUZjZqZ1lszDFiDOLUuTh | object | 0 |  | 
RCia5WkeLS74GDJuqrOUbZH | R89lVNu8g1yMPFfyEkk8npj | object | 0 | A hostile takeover occurs when the acquiring company attempts to take control of the target company without the consent  | 
RCiadq3ufdVCTpo1jryz6cz | R7pZSuLowh1QRBeGOhk6zEr | object | 0 | A Motion to Extend Time to File Petition for Rehearing is a request made to the appellate court to allow additional time | 
RCidddiy9X9fqxmBCyYguuE | R8jYAnNATrfoBxAtIKpf72X | object | 0 | Health Care Law Claims: Legal claims related to healthcare, including claims under the Health Maintenance Organization A | 
RCidwgumM09XdytbPtmcuur | RBKXEdlGEMzeuinxEdRGBF5 | object | 0 | Bond assets refer to debt securities issued by corporations, governments, or other entities that may be part of the targ | 
RCieUHADIJ3BxYBK0fh1dE5 | R8GyyJdxlZtc7PsW9vLAKfE | object | 0 | Fraud in the Performance refers to a type of fraud claim where a party has intentionally failed to fulfill their obligat | 
RCifVLKcvpKhW8o9F70NJ7g | RObTyeuV6yxdWyj5mj108e | object | 0 | Non-Recurrent Use and Permission Tax Payment refers to taxes levied on a one-time basis for the use of goods or permissi | 
RCijZPAaPw0lgYwtl8qWG67 | RKzL5nW7IGg4mvAPFX2MUL | object | 0 | The purchase or sale of a property, right or entity. | 
RCim0bnYhIyP6C7Vx0G3tmQ | R8LxIR1bsgFd3td2G24G3mq | object | 0 | Non-mosaic Down syndrome is a genetic disorder where individuals have three copies of chromosome 21 in all their cells ( | 
RCinm0jvGGkzcHth7AnasRI | RDe0RKU39BlhcyACJW30ZLc | object | 0 | A Governing Law Clause is a provision in a contract that specifies the jurisdiction whose laws will govern the interpret | 
RCinvNePPhvv1jnGdDCYMGi | R7N6wsHsNyqgPE4xFK8wKJx | object | 0 |  | 
RCiqAkR3BlyG22bW7n0ATTP | RCFeVnqw08JWO8noPn78xo8 | object | 0 | An expert in the field of highway safety and the safety of roads. | 
RCirRLIX5igodF5s8LVUWWB | RBArQMGGQsqMjU7hWmLA0y2 | object | 0 | Contact Prior Last Name refers to the last name that an individual used before it was legally changed, often due to circ | 
RCishg8hGc6CEAYaImjPyFh | RCFgxBbypUKKsDDOJ1iOk36 | object | 0 | A party who was initially sued as a defendant, then brings a claim against a new party. | 
RCitdgqw8BxXu7JnMQkAgFc | REFC692441d584AA9b849464 | object | 0 | The Oregon Supreme Court is the highest court in the state of Oregon and serves as the final court of appeal for cases w | 
RCiwr86zmjFFCLgof7UXAiU | RB5FdDMLLaFHBHANY4bMB3T | object | 0 | A warrant is a derivative that gives the right, but not the obligation, to buy or sell a security-most commonly an equit | 
RCixZogXp9O4zKi9fnTri76 | R9d2DkaIPGh2tQoNNOoEBMu | object | 0 | A legal billing code used to classify tasks related to antitrust and competition matters within the broader category of  | 
RCizN3b0LSS8fP0QBHWfWWr | R8MRtBMmrg5epp6WfJx4lSW | object | 0 | Contract Intake Management refers to the process of receiving and reviewing contracts for a business or organization, in | 
RCj8gXI30947PX45pa2UYlW | R92iT3e2gLxlQYuzd9MaSgv | object | 0 | A Bordereau in legal contexts refers to a detailed note or memorandum listing various matters, such as documents or case | 
RCjBhn4sl7PeEM1RmLQ3pT0 | RBWo88jsbY4qHzhlTFr5Np7 | object | 0 |  | 
RCjCdqM0SzyFK8ZRQ6cTdwP | RDOvAHsvY8TKJ1O1orXPM9o | object | 0 | Nias (Language) is a specific written or spoken structured system of communication that consists of grammar and vocabula | 
RCjFAFi4inAETB39gNJ3CoK | RDSBerlLWg1ntpLqDQn1eVn | object | 0 | A customer injured off leased premises refers to a legal claim made against a property owner or tenant for injuries sust | 
RCjFyTJP2FNg122woDypkO0 | R8zijLH2GH0SxOhIdzeDOs3 | object | 0 | A Transcript Redaction Request is a type of document related to bankruptcy and restructuring proceedings that seeks to r | 
RCjKxOr3P1T8hyQs8bchuHh | RV1sBg6qkfqNkfEqQ8FnMc | object | 0 | A California Environmental Quality Act (CEQA) Claim arises when an individual or entity challenges the compliance of a p | 
RCjLilUc43EXwD1xNTUDDL3 | RDOvAHsvY8TKJ1O1orXPM9o | object | 0 | Manx (Language) is a structured system of communication that consists of grammar and vocabulary, and is a member of the  | 
RCjOapMc4xk7stF6a0bmvmq | RDOvAHsvY8TKJ1O1orXPM9o | object | 0 | Mossi is a structured system of communication consisting of grammar and vocabulary, and is a language within the context | 
RCjQBIBD0jnyMhMZR09sSDE | RKUCwOJGfYiSc7zU1qkhAS | object | 0 | A phishing attack involves tricking individuals into revealing sensitive information, such as passwords or credit card n | 
RCjQi6hoLhejtuG9ZYEjovi | RDpdutTNI2rbLZMnb9oqlOc | object | 0 |  | 
RCjRBeRG9kQRIW64WMouPTn | R7EC4d1CB16619157007511a | object | 0 | Chair of the Creditors' Committee, which is appointed by the U.S. trustee and that represents a group of creditors | 
RCjSbYHSwpS9ONpyF1EIK6G | RC1ceWXE3emNHpYlrOvvmxG | object | 0 |  | 
RCjT6JrE5Wiqv2CL7N2Jdh1 | RDSBerlLWg1ntpLqDQn1eVn | object | 0 | A partition claim is a legal action filed by one or more co-owners of a property, such as real estate, who seek a court- | 
RCjV94XrA98iWZaM3e1b2da | RlDwAh4h0X7Sosy5SLccvX | object | 0 | A lodestar fee methodology is a system used to calculate attorney fees based on the number of hours worked multiplied by | 
RCjW578LIos8ZrHjiOKarc | R70IGZ5XRTshj1E64tVcxJD | object | 0 | A Pennsylvania Magisterial District Court in Wyoming County is a specific court within the Pennsylvania Magisterial Dist | 
RCjWlDmSaS4Y2RlkuSmmhzs | RBBfInsYEtsGJvAm3qnQm6l | object | 0 | Blueberries are small, round berries from the Vaccinium genus, known for their sweet taste, deep blue color, and high an | 
RCjZJP7UYBcTWtXUjle30fr | RDr6DXAcukDYZgOiiRN8qtf | object | 0 | A Privileges or Immunities Clause claim is a legal assertion pertaining to the Fourteenth Amendment of the United States | 
RCjaPxLpNSWz91c3fJzxweU | RB5tNYSDrxEoYAqZ3sy0rae | object | 0 | An asylum claim is a request made by an individual to a foreign government for protection due to fear of persecution or  | 
RCjcn4XaW7DNZHGDFX1D4LN | RBvfJW4HbL3Y7Guu9ENS7w2 | object | 0 | Living Apart Pursuant to Separation Agreement: A legal arrangement where a married couple agrees to live separately and  | 
RCjf3VBil5V7nwAGjhEkGIC | RB5tNYSDrxEoYAqZ3sy0rae | object | 0 | A Refugee Claim is a formal request made by an individual seeking protection in a foreign country on the grounds of pers | 
RCjgCekXFWSOq3Rb6KVh6wf | R7xYDTzzTo7YiXeLN7zeBnw | object | 0 | Individual participation is the privacy principle that an individual should have the right: (a) to obtain from a data co | 
RCjgFvO2VxpIklnhZMbSD9k | R9uTFHGFCMBjtYw5MOmpotJ | object | 0 | A health insurance policy is an agreement between an insurer and a policyholder wherein the insurer covers part or all o | 
RCjjdtJV20geekmtytlA3jX | ROn8Ax97B0Gx5rgsNR76C4 | object | 0 | A cost incurred for sending mail or packages through a postal service. | 
RCjme5ZAP96Lb5IDpxP4Qyz | RDECjssxw76vdlahxiUTb4L | object | 0 | A Missouri Circuit Court in Laclede County is a specific court within the Missouri Circuit Court system that has jurisdi | 
